fishid,waterbody,reading,reader,rep,light_type,id,agecap,radcap,rad1,rad2,rad3,rad4,rad5,rad6,rad7,rad8,rad9,rad10,rad11,rad12,rad13,rad14,rad15,rad16,rad17,rad18,rad19,rad20,rad21
NAR061119023,NAR,CJF_2,CJF,2,R,R-NAR061119023,3,0.8283392631168439,0.4149115037512914,0.6670805928762467,0.8283392631168439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119023,NAR,CJF_3,CJF,3,R,R-NAR061119023,3,0.8739178885155332,0.5015786378992795,0.7385999783874707,0.8739178885155332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119024,NAR,CJF_1,CJF,1,R,R-NAR061119024,10,1.4479151021928163,0.46254114670999213,0.6751666545436292,0.8258096249595992,0.9319319795804217,1.029640705549977,1.0912424443756539,1.1845539567235794,1.2737221211778702,1.362763352768164,1.4308339791622875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119024,NAR,CJF_2,CJF,2,R,R-NAR061119024,10,1.4135916728139593,0.3732025850224815,0.6248931340204897,0.7726060440310867,0.891024463866712,0.9943827101363084,1.0742224438301968,1.1470474144891942,1.247929763587647,1.3314825061881976,1.4135916728139593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119024,NAR,CJF_3,CJF,3,R,R-NAR061119024,10,1.3238163198500825,0.27443344545987675,0.525479485931016,0.7035415572114543,0.8175933136584876,0.9095668361416109,0.9822838788853128,1.0469170220950488,1.1522620506317847,1.2486334248112234,1.3238163198500825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119025,NAR,CJF_1,CJF,1,R,R-NAR061119025,3,0.8666009922930299,0.4493683365471909,0.6937724146826385,0.8405316265683855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119025,NAR,CJF_2,CJF,2,R,R-NAR061119025,3,0.9145951864559241,0.469570675784778,0.7300157689001852,0.9145951864559241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119025,NAR,CJF_3,CJF,3,R,R-NAR061119025,3,0.86223642158886,0.4451792513763472,0.6933787487952078,0.86223642158886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,CJF_1,CJF,1,R,R-NAR061119026,3,0.8104201197624917,0.4469498368942398,0.6368445027744448,0.7722747943850139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,CJF_2,CJF,2,R,R-NAR061119026,3,0.8217192872151304,0.4865370708608028,0.6902601304380165,0.8217192872151304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,CJF_3,CJF,3,R,R-NAR061119026,3,0.797071480269696,0.3099878304159719,0.4710945636259012,0.797071480269696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,JRS_1,JRS,1,R,R-NAR061119026,2,0.5812215720183711,0.357738097918834,0.48441986808179704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,LEL_1,LEL,1,R,R-NAR061119026,2,0.5817953862712799,0.3433111792937655,0.4855788289293986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,LSR_1,LSR,1,R,R-NAR061119026,2,0.5569603601529738,0.31465502241690335,0.46221812397426043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119026,NAR,MJS_1,MJS,1,R,R-NAR061119026,2,0.5392595527938806,0.31641816216046903,0.44359517088384004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,CJF_1,CJF,1,R,R-NAR061119027,3,0.9521930379238701,0.5172524810115592,0.7845353279318924,0.926847968082549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,CJF_2,CJF,2,R,R-NAR061119027,3,0.9460876944948432,0.5106960508782737,0.7788830287853453,0.9460876944948432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,CJF_3,CJF,3,R,R-NAR061119027,3,0.8525030563876872,0.43178245024612455,0.6961982274884353,0.8525030563876872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,JRS_1,JRS,1,R,R-NAR061119027,2,0.5432540762171189,0.2977261111228291,0.4316149266292788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,LEL_1,LEL,1,R,R-NAR061119027,2,0.5676444796296389,0.3313059344814167,0.4974359295627113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,LSR_1,LSR,1,R,R-NAR061119027,2,0.5885831074234358,0.3694782693697907,0.4983007821874318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119027,NAR,MJS_1,MJS,1,R,R-NAR061119027,2,0.5161616062051232,0.30175744729640097,0.4335683061345952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,CJF_1,CJF,1,R,R-NAR061119029,3,0.9822321218623157,0.5693894269199813,0.8026799997425469,0.9461945115052283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,CJF_2,CJF,2,R,R-NAR061119029,3,0.9598145216951555,0.543551953807208,0.7980331163932868,0.9598145216951555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,CJF_3,CJF,3,R,R-NAR061119029,3,0.9253264877421874,0.5089993764877843,0.763716387026985,0.9253264877421874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,JRS_1,JRS,1,R,R-NAR061119029,2,0.8976071262114957,0.5407225380436411,0.7272703674701251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,LEL_1,LEL,1,R,R-NAR061119029,2,0.577585007675717,0.35022137910304385,0.4777086446039107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,LSR_1,LSR,1,R,R-NAR061119029,2,0.5303891525589013,0.3123378496706107,0.4435481982003354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119029,NAR,MJS_1,MJS,1,R,R-NAR061119029,2,1.0014676378017766,0.6114840619476933,0.846503965291609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,CJF_1,CJF,1,R,R-NAR061119030,3,0.8996873251840376,0.5337446164427295,0.7285383087013513,0.8745798493185479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,CJF_2,CJF,2,R,R-NAR061119030,3,0.804840616625176,0.4722843409557713,0.6546314963223938,0.804840616625176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,CJF_3,CJF,3,R,R-NAR061119030,3,0.7785800887916736,0.45439247572493263,0.6342329830799133,0.7785800887916736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,JRS_1,JRS,1,R,R-NAR061119030,1,0.8728576536955487,0.7307875427834213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,LEL_1,LEL,1,R,R-NAR061119030,0,0.5620155424013078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,LSR_1,LSR,1,R,R-NAR061119030,1,0.5746918523930032,0.5297565611425282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119030,NAR,MJS_1,MJS,1,R,R-NAR061119030,1,0.8485312992868972,0.6937274346504543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,CJF_1,CJF,1,R,R-NAR061119031,3,0.7512860288776276,0.41786268634372514,0.6118823499177957,0.7252474811268996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,CJF_2,CJF,2,R,R-NAR061119031,3,0.7715777435159991,0.4142680681221137,0.6287678525450058,0.7715777435159991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,CJF_3,CJF,3,R,R-NAR061119031,3,0.8004420540209128,0.42679131499815665,0.6684417259947321,0.8004420540209128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,JRS_1,JRS,1,R,R-NAR061119031,2,0.82344667611274,0.47857098765221473,0.6764141711430112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,LEL_1,LEL,1,R,R-NAR061119031,1,0.4235567727566202,0.34901740063373415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,LSR_1,LSR,1,R,R-NAR061119031,1,0.8659224464751782,0.7471940122211417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119031,NAR,MJS_1,MJS,1,R,R-NAR061119031,2,0.849827692420501,0.5477570613597225,0.7083190644182265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119032,NAR,CJF_1,CJF,1,R,R-NAR061119032,10,1.2102915560740315,0.442410669372341,0.6265858989515742,0.718673513741191,0.7898094750992468,0.8312243144793702,0.8736128108044051,0.9471845535352819,1.0144226090926074,1.1040744425094033,1.1698503736388195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119032,NAR,CJF_2,CJF,2,R,R-NAR061119032,10,1.2494165346065376,0.47941333591980667,0.666636859615293,0.7583620650177523,0.8329443564043586,0.9022179444424555,0.9812139302045203,1.0529181176736093,1.1308903764637135,1.1899297032918628,1.2494165346065376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119032,NAR,CJF_3,CJF,3,R,R-NAR061119032,9,1.1826640369451868,0.4281338699915225,0.6124372293951172,0.7101550347304675,0.7948850546398762,0.8490009067217906,0.9150221890405714,1.0043908059255924,1.094068599029927,1.1826640369451868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119032,NAR,JRS_1,JRS,1,R,R-NAR061119032,9,1.2498189662151133,0.4847007660816195,0.6642884047283588,0.7721186439402066,0.840569961531252,0.9141745419475771,0.9770843165943214,1.0580776209363814,1.114375231895434,1.1795204676426339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119032,NAR,LSR_1,LSR,1,R,R-NAR061119032,8,1.2537402531392032,0.5233582554891171,0.7170561338481969,0.8071948558036239,0.8997537265721038,0.968897765040941,1.0495450330368283,1.1340267108750666,1.2003422272853088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119032,NAR,MJS_1,MJS,1,R,R-NAR061119032,8,1.2988855789752245,0.5524159677343689,0.7339797136954169,0.8238662509680886,0.901247956573823,0.9869612385836821,1.0691081118836303,1.1328011609596231,1.2215038733694905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,CJF_1,CJF,1,R,R-NAR061119033,6,1.367941398529975,0.6382354787425465,0.8023227840836229,0.9657512022023497,1.1244864628600486,1.2556407190693555,1.3543156181113665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,CJF_2,CJF,2,R,R-NAR061119033,6,1.356495022658633,0.6028966830239337,0.7885984518656902,0.9573898075505637,1.1178677388603442,1.2553903478917272,1.356495022658633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,CJF_3,CJF,3,R,R-NAR061119033,6,1.3507429232383976,0.6001998576651104,0.7834912648601691,0.9736369132187624,1.123607665093587,1.256573436208712,1.3507429232383976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,JRS_1,JRS,1,R,R-NAR061119033,5,0.7891120748413728,0.33784084628545513,0.4584520961810259,0.5596137711368672,0.634961770369849,0.7177628928419365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,LEL_1,LEL,1,R,R-NAR061119033,5,1.4233862378467836,0.7055054617644418,0.8577733683123303,1.039864835889486,1.1747815321734538,1.3321223711148096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,LSR_1,LSR,1,R,R-NAR061119033,4,0.720999762529825,0.43314531489459984,0.5272037210026637,0.6157478546676555,0.6758361431014765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119033,NAR,MJS_1,MJS,1,R,R-NAR061119033,5,0.7054812132285254,0.3035675575065995,0.44302893651867337,0.5226530402869374,0.5890064600938243,0.648843735337634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,CJF_1,CJF,1,R,R-NAR061119034,15,1.7601675472378144,0.3896699896898785,0.6015854938871976,0.7368029579764382,0.8538658560268635,0.9547780008827301,1.0396115428083446,1.12640079740201,1.205102650354345,1.2898640420156522,1.3645823193675775,1.4372246336109398,1.507839084921944,1.6007119283126843,1.6754302056646095,1.7359774925781293,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,CJF_2,CJF,2,R,R-NAR061119034,15,1.8013759573361083,0.4361419849241025,0.653393364529738,0.7839675828834266,0.9027914468353713,1.011388121484784,1.1036793235569542,1.1781999182594833,1.2605540825631745,1.3448956544205615,1.4113505582946857,1.4776894015551885,1.5661798794403994,1.6446172589435093,1.732991676215099,1.8013759573361083,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,CJF_3,CJF,3,R,R-NAR061119034,15,1.774138951222825,0.3826001728087109,0.5839423194970276,0.7283616719442052,0.8443629417656224,0.9501488933238454,1.0538946688624171,1.135270699009502,1.196317159784752,1.298022759303672,1.3509518304951236,1.4201012426892354,1.4974402352918255,1.5890171455371684,1.6846888459867502,1.774138951222825,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,JRS_1,JRS,1,R,R-NAR061119034,14,1.7387670771949981,0.39273715566774914,0.5854766579619105,0.7356881642624025,0.8400432773276526,0.9308470502497064,1.030181593218987,1.110035212400673,1.1904342397114167,1.2788186289403294,1.342883326995364,1.4125140032754255,1.490130041473656,1.570347266074714,1.6611510389967679,NA,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,LEL_1,LEL,1,R,R-NAR061119034,14,1.713774264863928,0.39921688661289567,0.5509537572231885,0.6861265008020054,0.8052268804698393,0.8977526560207656,0.9929638559476739,1.0751336353763752,1.1616505549711456,1.2400581705685745,1.3351231264117835,1.3935499701832583,1.471226365362191,1.5422558973807756,1.608499556982193,NA,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,LSR_1,LSR,1,R,R-NAR061119034,15,1.8362843431282396,0.48957425634469465,0.6356208271016424,0.7978128728440965,0.9250844974419045,1.0196965241250027,1.0844627480388744,1.1869631882428764,1.2793143916960381,1.3630398857408998,1.4356945231756757,1.5034588662068809,1.5717761811536326,1.658315470343978,1.7443017876187759,1.803809069185379,NA,NA,NA,NA,NA,NA
NAR061119034,NAR,MJS_1,MJS,1,R,R-NAR061119034,15,1.7531646122273847,0.37220997875923645,0.5959544633224982,0.7198746586799555,0.8422725341021882,0.918745225634354,1.0052506221515984,1.1034318175056632,1.179575890267481,1.249717754225715,1.3268476832985774,1.3837914284847668,1.4813153862981345,1.5417531640416382,1.631423974345849,1.7090903670428919,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,CJF_1,CJF,1,R,R-NAR061119035,13,1.603685514312718,0.5459545889681987,0.7345800275344851,0.8449208180616945,0.9488765564992842,1.0388375331557211,1.1324070415978782,1.200959869841679,1.2567425939062389,1.3136190935326806,1.3908099660098774,1.4427878352286723,1.5250736611735622,1.577051530392357,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,CJF_2,CJF,2,R,R-NAR061119035,14,1.5918006487734322,0.530697945732557,0.6875586516273555,0.8164734133538942,0.9158387920588017,1.0268009656764328,1.0867213347751024,1.1799263792333181,1.2499378338660854,1.3010773678597927,1.3495964009952301,1.3864209097431965,1.4374627142621583,1.502624085077369,1.5918006487734322,NA,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,CJF_3,CJF,3,R,R-NAR061119035,13,1.5814499044460009,0.535543715092514,0.6964714578673381,0.8043882492789124,0.9399463559684216,0.9949142653581804,1.0947527600685092,1.1678962902287053,1.2321414988721904,1.2857840797971314,1.3600002865974692,1.43036683391569,1.4994080527690936,1.5814499044460009,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,JRS_1,JRS,1,R,R-NAR061119035,12,1.5634632611456714,0.5349562967071104,0.7007894856957377,0.8429678212683553,0.9205841046024299,1.0168041452688374,1.1015705818420853,1.1743849841690466,1.2370971943286557,1.3096623815790545,1.3654736535760543,1.4332369598193393,1.5212046503973284,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,LEL_1,LEL,1,R,R-NAR061119035,12,1.4446868290575001,0.4121091437552596,0.5959541641106468,0.7126775536617966,0.8338041207407396,0.931195788557983,1.0136589121691124,1.0793816418975486,1.149094600553001,1.206263868553163,1.2466927426706325,1.3022566352946043,1.3867380828827038,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,LSR_1,LSR,1,R,R-NAR061119035,12,1.5394717244394338,0.4663353350497427,0.6572335595968289,0.7803896017717126,0.8747555343972115,0.9930870817013543,1.0767992747748572,1.142040181247466,1.2139370252833992,1.2658660566293596,1.3152938120757272,1.3990060051492292,1.4675748804035,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061119035,NAR,MJS_1,MJS,1,R,R-NAR061119035,12,1.59292023643496,0.5304419738239927,0.7010657652559152,0.8273101519999475,0.9006869917734694,1.011377219759342,1.1188788178192484,1.1835953261542473,1.2451232045632814,1.3183278551809012,1.3763227253521646,1.436084099642313,1.5059279311780647,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,CJF_1,CJF,1,R,R-NAR061219001,6,1.4181032663899102,0.6145428777833906,0.8067220511633701,1.0012900810274759,1.1642213601042282,1.2828591755568022,1.389633209464119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,CJF_2,CJF,2,R,R-NAR061219001,6,1.3729913817775157,0.5555117765856199,0.7898768808770795,0.9689943283203165,1.1173472186895714,1.2609432905138813,1.3729913817775157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,CJF_3,CJF,3,R,R-NAR061219001,6,1.416064088335065,0.47284814412616255,0.8200370159071284,0.9869683397113651,1.1704746883801067,1.2929289035577056,1.416064088335065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,JRS_1,JRS,1,R,R-NAR061219001,10,1.4044399093489028,0.3958527734292406,0.45901907379443807,0.5200762893227951,0.5716691842703746,0.6643095499813307,0.7211663032926765,0.814852357693718,0.9959503343552885,1.159129943632049,1.2875716291992845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,LEL_1,LEL,1,R,R-NAR061219001,4,1.3586407684815174,0.7749375848440753,0.9615070665712888,1.1131969977240532,1.239028829422398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,LSR_1,LSR,1,R,R-NAR061219001,5,0.8313807034080741,0.36319931847004366,0.46384138472361086,0.5578451714786772,0.648325646391461,0.7462610891748758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219001,NAR,MJS_1,MJS,1,R,R-NAR061219001,5,0.7236245724991179,0.3360120715395236,0.43053985926464156,0.5258959259338586,0.6084534319662358,0.6685158864656351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,CJF_1,CJF,1,R,R-NAR061219002,2,0.6627256470577879,0.5062668740520736,0.6445547947744819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,CJF_2,CJF,2,R,R-NAR061219002,2,0.6326311100768688,0.4729245400909668,0.6326311100768688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,CJF_3,CJF,3,R,R-NAR061219002,2,0.6204447800631525,0.4707637847316239,0.6204447800631525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,JRS_1,JRS,1,R,R-NAR061219002,1,0.6232116334225757,0.4575535795395151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,LEL_1,LEL,1,R,R-NAR061219002,1,0.6498860962999213,0.5174237669536033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,LSR_1,LSR,1,R,R-NAR061219002,1,0.48971906206647914,0.38436604692704235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219002,NAR,MJS_1,MJS,1,R,R-NAR061219002,1,0.47304484825284915,0.3652649116546105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,CJF_1,CJF,1,R,R-NAR061219003,3,0.8322346114831121,0.5413286464971524,0.6956263095992953,0.8141493039141243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,CJF_2,CJF,2,R,R-NAR061219003,2,0.7652334757347501,0.49281167528521275,0.7652334757347501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,CJF_3,CJF,3,R,R-NAR061219003,3,0.7518118970563811,0.44523448957830886,0.6235275541993224,0.7518118970563811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,JRS_1,JRS,1,R,R-NAR061219003,2,0.4926872903311233,0.2575905726285867,0.3841319550099055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,LEL_1,LEL,1,R,R-NAR061219003,1,0.773331153889919,0.5947506338572449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,LSR_1,LSR,1,R,R-NAR061219003,2,0.5560847054551658,0.35905769726237424,0.464768440824888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219003,NAR,MJS_1,MJS,1,R,R-NAR061219003,2,0.5226420578116279,0.31927188776752136,0.42725939348218145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAR061219004,NAR,CJF_1,CJF,1,R,R-NAR061219004,20,2.510197329593464,0.507976488703833,0.6920548756881946,0.8406437077410513,0.9457098531296664,1.051442532339171,1.152474748920387,1.292662456448002,1.3933614061187738,1.4928765586619575,1.5841398571940926,1.6646691628278711,1.751231998731718,1.8357952331728953,1.9403441152548129,2.0255738835168797,2.0897834775248114,2.216869597898896,2.3244526080568777,2.410348910139834,2.4664906465329692,NA
NAR061219004,NAR,CJF_2,CJF,2,R,R-NAR061219004,20,2.4625126381198146,0.5002834660221291,0.6672532069565487,0.8206924551527727,0.9352270113581646,1.0372165419120578,1.1552757952768182,1.2667783878661905,1.3639736062243795,1.4634239067056014,1.5538538786946932,1.619402384974497,1.731681859056856,1.7909578525109102,1.9047155272233147,1.9815394441182819,2.0335574576598896,2.13977300451021,2.2645975042440676,2.3640478047252897,2.4625126381198146,NA
NAR061219004,NAR,CJF_3,CJF,3,R,R-NAR061219004,20,2.5236168008259527,0.5383493448018286,0.7270197647804297,0.8929165809937366,0.976991760904107,1.075793184833173,1.197409085802636,1.3114405977295183,1.4066813124893027,1.5229254947485167,1.6016289559486372,1.6888223109618234,1.784063025721608,1.8690232737649106,1.9611253767843284,2.0626228783872955,2.1086739298970043,2.206590285693138,2.3242029434268527,2.4315146978065347,2.5236168008259527,NA
NAR061219004,NAR,JRS_1,JRS,1,R,R-NAR061219004,21,2.584132000937157,0.36224717969479425,0.45339653842813893,0.528570918959731,0.7296632315593188,0.8767250139987965,0.9871363295576002,1.1048325916784392,1.2222946729529975,1.3327059885118004,1.4318428363460216,1.530511322487682,1.6355195850304745,1.7400594858807066,1.8260399724443206,1.9087334803842282,2.0379383910759303,2.1316721858941396,2.211781257749182,2.3003461803976615,2.4074705173327593,2.4793579192406447
NAR061219004,NAR,LEL_1,LEL,1,R,R-NAR061219004,16,2.210890726505917,0.5515465535513359,0.7111946147227584,0.7904099697586751,0.9144637441140253,1.0388788558724946,1.1365824759151337,1.2379697024640914,1.3321861613057473,1.4182109466458472,1.4768331186714305,1.561114323411039,1.6738190472594168,1.7587913735977116,1.8322497573312506,1.9915680343071054,2.09032411335155,NA,NA,NA,NA,NA
